prompt_id,category,subcategory,prompt_text,success_criteria,expected_primary_contacts,expected_root_motion,expected_arm_role,hardness,current_motionbricks_support,motionbricks_mode_hint,evaluation_notes
hrb_051,loco_manipulation,carry_box_front,Walk forward while carrying a small box with both hands at chest height.,hands held near chest; forward gait; reduced arm swing,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_052,loco_manipulation,carry_bag_right,Walk forward while carrying a bag low in the right hand.,right hand low and steady; forward gait; asymmetric arm motion,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_053,loco_manipulation,tray_walk,Walk carefully while keeping both hands level as if holding a tray.,hands level; smooth trunk; slow forward progress,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_054,loco_manipulation,push_cart,Walk forward with both hands extended as if pushing a cart.,hands forward; forward gait; stable torso,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_055,loco_manipulation,pull_cart_backward,Walk backward with both hands forward as if pulling a cart toward the robot.,backward displacement; arms forward; no spin,feet,backward,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_056,loco_manipulation,open_door,"Step forward, reach with the right hand as if opening a door, then pass through.",right arm reach; step-through; forward continuation,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_057,loco_manipulation,close_door,"Turn slightly, pull the right hand back as if closing a door, then stand balanced.",right arm pull; torso turn; final stable stance,feet,mostly_stationary,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_058,loco_manipulation,handoff_give,Step forward and extend both hands as if handing over an object.,forward step; both hands extend; stable end pose,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_059,loco_manipulation,handoff_receive,Step forward and present both hands to receive an object.,forward step; both hands open forward; final pause,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_060,loco_manipulation,drag_object,Lean back slightly and pull an imaginary heavy object with both hands.,hands pull backward; backward lean; feet remain stable,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_061,loco_manipulation,carry_turn,"Carry an imaginary box, turn left, and continue walking.",hands held; left yaw; forward continuation,feet,turning_or_floor_transition,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_062,loco_manipulation,inspect_machine,"Walk to a machine, lean in slightly, and inspect it with hands behind the back.",approach; forward lean; arms held back,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_063,loco_manipulation,open_drawer,"Step forward, reach low with both hands, and pull as if opening a drawer.",approach; hands low-forward; backward pull,feet,forward_or_task_dependent,task_constrained,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_064,loco_manipulation,loaded_recovery_step,Walk forward carrying a load and take a corrective step after a small imbalance.,arms held load; perturbation recovery; final upright,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_065,balance_recovery,single_leg_balance_right,Balance briefly on the right leg while lifting the left knee.,right support; left knee lift; no fall,one_foot,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_066,balance_recovery,single_leg_balance_left,Balance briefly on the left leg while lifting the right knee.,left support; right knee lift; no fall,one_foot,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_067,balance_recovery,stumble_forward,Recover from a small forward stumble with one quick corrective step.,forward pitch; recovery step; final upright,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_068,balance_recovery,stumble_left,Recover from a small leftward stumble with a side step.,left lean; lateral recovery step; final upright,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_069,balance_recovery,stumble_right,Recover from a small rightward stumble with a side step.,right lean; lateral recovery step; final upright,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_070,balance_recovery,backward_recovery,Recover from a slight backward lean by stepping back.,backward lean; backward step; final upright,feet,backward,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_071,balance_recovery,ankle_sway,Stand still and sway gently forward and backward without stepping.,small root sway; feet planted; no arm flail,feet,mostly_stationary,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_072,balance_recovery,hip_strategy,Stand still and make a larger torso balance correction without moving the feet.,torso sway; feet planted; recover center,feet,mostly_stationary,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_073,balance_recovery,toe_stand,Rise briefly onto the toes and return to flat feet.,heel lift; low translation; controlled return,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_074,balance_recovery,heel_rock,Rock back briefly onto the heels and return to normal standing.,toe lift; low translation; controlled return,feet,mostly_stationary,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_075,balance_recovery,catch_balance_arms,Lift both arms outward to regain balance after a small perturbation.,arms abduct; trunk returns upright; feet stable or one step,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_076,balance_recovery,narrow_stance_hold,Hold a narrow stance while making small balance corrections with the arms.,narrow support; bounded sway; no stepping,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_077,communication_safety,wave,Stand still and wave the right hand at shoulder height.,feet stationary; right arm wave; upright torso,feet,mostly_stationary,task_constrained,medium,__PARTIAL__,walk_or_idle_mode,Use MotionSpec predicates plus physics/contact/controller/visual audit.
hrb_078,communication_safety,stop_signal,Take one step forward and raise the right palm in a stop signal.,one step; right hand forward-high; final pause,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_new_generator_control,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_079,communication_safety,point_left,Point clearly to the robot's left with the left arm while standing.,left arm lateral extension; feet stable; low torso drift,feet,mostly_stationary,task_constrained,medium,__PARTIAL__,walk_or_idle_mode,Use MotionSpec predicates plus physics/contact/controller/visual audit.
hrb_080,communication_safety,point_right,Point clearly to the robot's right with the right arm while standing.,right arm lateral extension; feet stable; low torso drift,feet,mostly_stationary,task_constrained,medium,__PARTIAL__,walk_or_idle_mode,Use MotionSpec predicates plus physics/contact/controller/visual audit.
hrb_081,communication_safety,beckon,Stand and make a beckoning motion with the right hand.,right hand cyclic pull; feet stable; upright,feet,mostly_stationary,natural_or_unspecified,medium,__PARTIAL__,walk_or_idle_mode,Use MotionSpec predicates plus physics/contact/controller/visual audit.
hrb_082,communication_safety,yield_step,Step backward and raise both hands slightly as a yielding gesture.,backward step; hands lift; final stable stance,feet,backward,task_constrained,medium,__PARTIAL__,walk_or_idle_mode,Use MotionSpec predicates plus physics/contact/controller/visual audit.
hrb_083,communication_safety,look_around,"Stand still and look left, right, then forward.",yaw sequence; feet planted; no arm requirement,feet,mostly_stationary,natural_or_unspecified,medium,__PARTIAL__,walk_or_idle_mode,Use MotionSpec predicates plus physics/contact/controller/visual audit.
hrb_084,communication_safety,direct_traffic,Stand and sweep the right arm sideways as if directing someone to pass.,right arm lateral sweep; feet stable; torso controlled,feet,mostly_stationary,natural_or_unspecified,medium,__PARTIAL__,walk_or_idle_mode,Use MotionSpec predicates plus physics/contact/controller/visual audit.
hrb_085,terrain_obstacle,step_over_right,Step over a low imaginary obstacle with the right foot first.,right leg leads; elevated swing foot; no foot drag,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_086,terrain_obstacle,step_over_left,Step over a low imaginary obstacle with the left foot first.,left leg leads; elevated swing foot; no foot drag,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_087,terrain_obstacle,high_step_cables,Walk forward using high steps as if crossing scattered cables.,repeated foot clearance; forward progress; no stumble,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_088,terrain_obstacle,duck_under_bar,"Crouch slightly while walking under a low bar, then return upright.",temporary lower root; forward progress; recovery upright,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_089,terrain_obstacle,slope_up,Walk forward as if climbing a shallow ramp with a slight forward lean.,forward progress; mild torso pitch; stable cadence,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_090,terrain_obstacle,slope_down,Walk forward as if descending a shallow ramp with cautious short steps.,forward progress; lower speed; stable trunk,feet,forward_or_task_dependent,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_091,terrain_obstacle,swerve_left,Walk forward and swerve gently left around an obstacle.,forward then lateral path change; no abrupt jump,feet,leftward,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_092,terrain_obstacle,tight_turn_back,"Walk forward, make a compact one-hundred-eighty-degree turn, and walk back.",forward progress; 180 yaw change; return path,feet,turning_or_floor_transition,natural_or_unspecified,high,__NO__,requires_task_conditioned_generator_or_retargeter,Target prompt for future methods; current MotionBricks preview needs task-conditioned generation or retargeting.
hrb_093,athletic_stress,cartwheel_attempt,Attempt a slow cartwheel-like lateral inversion and recover to standing.,hands may contact floor; large roll; recover upright,feet;hands_or_elbows,mostly_stationary,support_or_recovery,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
hrb_094,athletic_stress,forward_roll,Perform a controlled forward roll and return to a kneeling posture.,floor roll; low root; no uncontrolled fling,feet;knee,turning_or_floor_transition,support_or_recovery,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
hrb_095,athletic_stress,burpee,"Squat down, kick the legs back to a plank, return the feet under the body, and stand.",squat; plank; stand recovery,feet;hands_or_elbows,low_transition,support_or_recovery,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
hrb_096,athletic_stress,sprawl_recovery,Drop quickly into a sprawl and recover to an athletic stance.,rapid root drop; hands/feet contact; stable recovery,feet,low_transition,natural_or_unspecified,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
hrb_097,athletic_stress,split_squat_jump,Perform a small split-squat jump switching which foot is forward.,brief flight; leg switch; controlled landing,feet,aerial_or_impulsive,natural_or_unspecified,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
hrb_098,athletic_stress,knee_slide,Slide forward briefly on both knees and recover to kneeling.,knee contact; forward slide; controlled stop,feet;knee,forward_or_task_dependent,natural_or_unspecified,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
hrb_099,athletic_stress,side_roll_recovery,Roll sideways on the floor and recover to a crouched stance.,side roll; low posture; crouch recovery,body_floor,low_transition,support_or_recovery,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
hrb_100,athletic_stress,handstand_kickup,Kick up toward a brief handstand and return the feet to the floor.,hand contact; inverted posture; controlled return,feet;hands_or_elbows,low_transition,support_or_recovery,extreme_negative_control,__NO__,negative_control_high_risk,Stress/negative-control prompt: evaluate as unsupported unless a controller can execute it without unsafe impacts.
